46.6019417475728	66.358024691358	0
46.078431372549	67.1875	6
45.5445544554455	68.0379746835443	12
45	68.4713375796178	16
44.1624365482233	69.57928802589	24
44.1624365482233	70.2614379084967	27
44.1624365482233	70.4918032786885	28
44.1624365482233	70.4918032786885	28
43.298969072165	70.7236842105263	32
43.0051813471503	70.957095709571	34
43.0051813471503	71.4285714285714	36
43.0051813471503	71.4285714285714	36
43.0051813471503	71.6666666666667	37
43.0051813471503	71.6666666666667	37
43.0051813471503	71.9063545150502	38
43.0051813471503	72.3905723905724	40
42.7083333333333	72.8813559322034	43
42.1052631578947	73.1292517006803	46
42.1052631578947	73.6301369863014	48
41.7989417989418	73.8831615120275	50
41.1764705882353	74.3944636678201	54
41.1764705882353	75.4385964912281	58
40.8602150537634	75.4385964912281	59
40.5405405405405	75.9717314487633	62
39.5604395604396	76.7857142857143	68
39.5604395604396	77.3381294964029	70
39.2265193370166	77.3381294964029	71
38.8888888888889	77.8985507246377	74
37.1428571428571	79.6296296296296	85
35.672514619883	80.5243445692884	92
35.2941176470588	80.8270676691729	94
34.1317365269461	81.4393939393939	99
33.7349397590361	81.7490494296578	101
33.3333333333333	82.6923076923077	105
32.9268292682927	83.6575875486381	109
29.9363057324841	84.9802371541502	120
28.1045751633987	85.3174603174603	125
26.6666666666667	86.6935483870968	132
24.6575342465753	88.1147540983607	140
22.5352112676056	89.2116182572614	147
19.1176470588235	90.7172995780591	157
16.6666666666667	91.4893617021277	163
9.83606557377049	93.4782608695652	178
8.33333333333333	94.2982456140351	182
47.7611940298507	65.9375	9
47.2361809045226	66.7721518987342	15
46.7005076142132	67.6282051282051	21
46.1538461538462	68.0645161290323	25
45.3125	69.1803278688525	33
45.3125	69.8675496688742	36
45.3125	70.0996677740864	37
45.3125	70.0996677740864	37
44.4444444444444	70.3333333333333	41
44.1489361702128	70.5685618729097	43
44.1489361702128	71.043771043771	45
44.1489361702128	71.043771043771	45
44.1489361702128	71.2837837837838	46
44.1489361702128	71.2837837837838	46
44.1489361702128	71.5254237288136	47
44.1489361702128	72.0136518771331	49
43.8502673796791	72.5085910652921	52
43.2432432432432	72.7586206896552	55
43.2432432432432	73.2638888888889	57
42.9347826086957	73.5191637630662	59
42.3076923076923	74.0350877192982	63
42.3076923076923	75.0889679715303	67
41.9889502762431	75.0889679715303	68
41.6666666666667	75.6272401433692	71
40.6779661016949	76.4492753623188	77
40.6779661016949	77.007299270073	79
40.3409090909091	77.007299270073	80
40	77.5735294117647	83
38.2352941176471	79.3233082706767	94
36.7469879518072	80.2281368821293	101
36.3636363636364	80.5343511450382	103
35.1851851851852	81.1538461538462	108
34.7826086956522	81.4671814671815	110
34.375	82.421875	114
33.9622641509434	83.399209486166	118
30.9210526315789	84.7389558232932	129
29.0540540540541	85.0806451612903	134
27.5862068965517	86.4754098360656	141
25.531914893617	87.9166666666667	149
23.3576642335766	89.0295358649789	156
19.8473282442748	90.5579399141631	166
17.3228346456693	91.3419913419913	172
10.2564102564103	93.3628318584071	187
8.69565217391304	94.1964285714286	191
48.7309644670051	65.7232704402516	15
48.2051282051282	66.5605095541401	21
47.6683937823834	67.4193548387097	27
47.1204188481675	67.8571428571429	31
46.2765957446808	68.976897689769	39
46.2765957446808	69.6666666666667	42
46.2765957446808	69.8996655518395	43
46.2765957446808	69.8996655518395	43
45.4054054054054	70.1342281879195	47
45.1086956521739	70.3703703703704	49
45.1086956521739	70.8474576271186	51
45.1086956521739	70.8474576271186	51
45.1086956521739	71.0884353741497	52
45.1086956521739	71.0884353741497	52
45.1086956521739	71.3310580204778	53
45.1086956521739	71.8213058419244	55
44.8087431693989	72.318339100346	58
44.1988950276243	72.5694444444444	61
44.1988950276243	73.0769230769231	63
43.8888888888889	73.3333333333333	65
43.2584269662921	73.8515901060071	69
43.2584269662921	74.910394265233	73
42.9378531073446	74.910394265233	74
42.6136363636364	75.4512635379061	77
41.6184971098266	76.2773722627737	83
41.6184971098266	76.8382352941177	85
41.2790697674419	76.8382352941177	86
40.9356725146199	77.4074074074074	89
39.1566265060241	79.1666666666667	100
37.6543209876543	80.0766283524904	107
37.2670807453416	80.3846153846154	109
36.0759493670886	81.0077519379845	114
35.6687898089172	81.3229571984436	116
35.2564102564103	82.2834645669291	120
34.8387096774194	83.2669322709163	124
31.7567567567568	84.6153846153846	135
29.8611111111111	84.9593495934959	140
28.3687943262411	86.3636363636364	147
26.2773722627737	87.8151260504202	155
24.0601503759398	88.936170212766	162
20.4724409448819	90.4761904761905	172
17.8861788617886	91.2663755458515	178
10.6194690265487	93.3035714285714	193
9.00900900900901	94.1441441441441	197
49.2307692307692	65.2866242038216	21
48.7046632124352	66.1290322580645	27
48.1675392670157	66.9934640522876	33
47.6190476190476	67.4342105263158	37
46.7741935483871	68.561872909699	45
46.7741935483871	69.2567567567568	48
46.7741935483871	69.4915254237288	49
46.7741935483871	69.4915254237288	49
45.9016393442623	69.7278911564626	53
45.6043956043956	69.9658703071672	55
45.6043956043956	70.446735395189	57
45.6043956043956	70.446735395189	57
45.6043956043956	70.6896551724138	58
45.6043956043956	70.6896551724138	58
45.6043956043956	70.9342560553633	59
45.6043956043956	71.4285714285714	61
45.3038674033149	71.9298245614035	64
44.6927374301676	72.1830985915493	67
44.6927374301676	72.6950354609929	69
44.3820224719101	72.9537366548043	71
43.75	73.4767025089606	75
43.75	74.5454545454545	79
43.4285714285714	74.5454545454545	80
43.1034482758621	75.0915750915751	83
42.1052631578947	75.9259259259259	89
42.1052631578947	76.4925373134328	91
41.7647058823529	76.4925373134328	92
41.4201183431953	77.0676691729323	95
39.6341463414634	78.8461538461538	106
